Crop_Year,Area,Production
2008,151400,126000
2009,149100,112500
2010,156800,233200
2011,152200,182300
2011,2900,4800
2012,151400,228800
2012,2900,6200
2013,153000,225600
2013,3000,6400
2014,152800,201600
2014,2900,4500
1999,15000,9000
2000,181800,156100
2000,1600,3600
2001,177800,231400
2001,3400,6500
2002,168400,164200
2002,4200,9700
2003,170000,255000
2003,6600,11900
2004,162500,97600
2004,1300,2800
2005,177800,271200
2005,10700,16000
2006,187000,209200
2006,10700,21400
2007,1925,3190
2008,185100,130900
2009,181900,197500
2010,178200,306000
2011,172800,294800
2011,7700,18200
2012,177500,334600
2012,8900,21300
2013,188100,292500
2013,13400,32820
2014,174700,340600
2014,12900,36100
2000,14700,8900
2001,14500,9700
2002,15900,9300
2003,9500,4800
2004,7800,1800
2005,4500,1500
2006,4300,2000
2007,41,19
2008,500,300
2009,1200,400
2010,1100,700
2011,600,200
2012,600,200
1997,1700,1600
1998,1800,1900
1999,1800,1700
2000,1700,2100
2001,1200,700
2002,900,800
2003,900,1100
2004,400,400
2005,200,300
2006,100,100
2007,1,1
2009,200,100
2011,200,300
1997,1600,800
1998,1100,400
1999,1300,700
2000,1200,700
2001,600,400
2002,600,100
2003,700,300
2004,500,200
1997,1100,246100
1997,3,8
1998,106000,289100
1998,300,700
1999,103200,261900
1999,300,700
2000,106300,232800
2000,400,900
2001,105900,289400
2001,400,1100
2002,105600,233200
2002,500,1500
2003,106200,246100
2003,700,2200
2004,110500,279100
2004,600,2200
2005,108300,246100
2005,600,1700
2006,109800,284800
2006,600,1600
2007,1119,3362
2008,113800,285200
2009,112700,291800
2010,111500,321600
2011,104300,278900
2011,600,2000
2012,107800,282200
2012,700,1800
2013,108800,339600
2013,800,2200
2014,110900,335200
2014,900,3400
1997,20700,5500
1998,20300,9800
1999,19700,11700
2000,20800,13000
2001,20700,13400
2002,20700,9200
2003,20500,6700
2004,19900,6200
2005,18200,8300
2006,15900,8600
2007,126,59
2008,3900,1400
2009,3200,1300
2010,6300,2800
2011,6700,3200
2012,8300,5000
2013,7600,5100
2014,5800,1100
1997,29200,23700
1997,2,3
1998,29000,40000
1998,200,300
1999,37300,41500
1999,400,700
2000,37500,37100
2000,200,300
2001,42500,54700
2001,200,400
2002,42600,40200
2002,900,1900
2003,43900,63400
2003,1000,1900
2004,43100,41200
2004,200,400
2005,45000,61700
2005,800,1200
2006,46000,69100
2006,800,1500
2007,496,754
2008,57500,54600
2009,70900,80300
2010,71400,70100
2011,77500,117400
2012,67000,100200
2012,100,200
2013,77700,105000
2013,100,200
2014,78800,95500
1997,25700,15100
1998,25300,15800
1999,26100,15600
2000,26700,20100
2001,23900,24400
2002,24100,15300
2003,23300,13400
2004,16400,8200
2005,15600,6700
2006,15600,9400
2007,14500,105
2008,8000,4200
2009,5600,1500
2010,5200,2700
2011,4000,1500
2012,4000,2100
2013,800,400
2014,800,100
1999,179400,229400
1999,10800,17400
2000,21000,4900
2001,20000,12300
2002,19800,14500
2003,22400,17700
2004,21200,9700
2005,19700,30900
2006,20000,16900
2007,210,312
2008,20400,21900
2009,18700,12900
2010,23400,24700
2011,19400,31700
2012,19500,28400
2013,22500,20300
2014,18200,9000
1997,44600,59600
1998,45600,57200
1999,47800,57200
2000,45600,39800
2001,46600,56300
2002,49100,43900
2003,50600,66300
2004,50800,70200
2005,50300,58700
2006,49000,49600
2007,506,684
2008,51200,65800
2009,48100,18800
2010,59100,24000
2011,62900,77800
2012,67900,80800
2013,72600,93300
2014,71200,86700
1997,13900,3900
1998,14800,3600
1999,15200,8500
2000,17200,8400
2001,15800,2400
2002,16700,5200
2003,18000,2600
2004,18500,6700
2005,17000,6400
2006,17500,6700
2007,166,69
2008,5000,1800
2009,6100,3700
2010,11200,3400
2011,10700,4100
2012,11500,2800
2013,13100,6400
2014,13100,2500
2014,74800,188300
1997,22300,10300
1998,22900,10300
1999,9100,4200
2000,9600,3300
2001,9600,5300
2002,9400,4700
2003,9600,3600
2004,9900,3100
2005,7000,2700
2006,7800,3200
2007,7200,28
2008,5800,1900
2009,3100,1100
2010,4000,1800
2011,1700,600
2012,1400,100
2013,700,300
2014,300,
1997,59400,66000
1998,60800,73700
1999,61700,89200
2000,64000,75200
2001,59100,86400
2002,57700,40000
2003,60400,84700
2004,67600,85100
2005,64500,73800
2006,63900,68900
2007,628,782
2008,61200,75500
2009,62600,51200
2010,60900,71900
2011,62000,85600
2012,77600,106200
2013,82100,153200
2014,82100,136100
1997,123800,311900
1997,82,224
1998,127300,326700
1998,8100,21000
1999,127400,307500
1999,8300,21000
2000,126400,274100
2000,8300,17600
2001,125400,332200
2001,8300,24600
2002,124600,256000
2002,8600,21800
2003,124600,353600
2003,8500,22700
2004,124500,275900
2004,8500,21300
2005,121000,272900
2005,8500,22100
2006,123600,291100
2006,8600,23400
2007,1246,3127
2008,123800,335900
2009,124000,311500
2010,124600,294600
2011,123800,298600
2011,3000,7600
2012,124100,323000
2012,3800,10300
2013,124100,355100
2013,3800,10800
2014,116200,320700
2014,9100,30100
1997,79200,183200
1997,3,8
1998,78400,219100
1998,400,1100
1999,79400,191500
1999,500,1300
2000,78400,165900
2000,400,1200
2001,78400,209200
2001,300,1000
2002,78500,148300
2002,300,800
2003,79200,238500
2003,200,600
2004,79100,186500
2004,200,700
2005,77000,194600
2005,200,600
2006,77900,210900
2006,100,300
2007,767,1965
2008,77400,201000
2009,77300,202700
2010,78000,223100
2011,77400,226100
2011,100,300
2012,73800,214800
2012,100,200
2013,72100,213200
2014,72500,220500
1997,15700,32400
1998,16300,51500
1999,17900,47200
2000,18600,40400
2001,17700,47200
2002,18500,28400
2003,15600,39500
2004,17700,44200
2005,18100,39500
2006,18100,28900
2007,187,436
2008,18700,38700
2009,18700,35100
2010,20200,53900
2011,18100,33700
2012,17500,33700
2013,14500,25500
2014,15500,31400
1997,41100,64300
1998,41500,100200
1999,44000,71100
2000,43900,51300
2001,44600,77200
2002,45400,71200
2003,44200,73400
2004,44100,72900
2005,43600,73400
2006,45000,93300
2007,496,1024
2008,49700,109300
2009,50600,76900
2010,50800,82200
2011,50500,83000
2012,51000,70000
2013,50400,75600
2014,52900,94700
1997,75300,196900
1997,46,82
1998,75600,208200
1998,4500,10100
1999,75400,172400
1999,4500,8900
2000,75400,187300
2000,4400,10200
2001,74300,189400
2001,4300,8000
2002,74500,163300
2002,4400,9000
2003,74700,236900
2003,4300,8500
2004,74500,210800
2004,4300,8500
2005,74500,215400
2005,4200,8800
2006,74700,220400
2006,4100,8800
2007,749,2051
2008,74400,208000
2009,74600,196200
2010,73900,197000
2011,74200,202500
2011,3800,8600
2012,74200,207000
2012,2600,6200
2013,74200,232800
2013,2600,5600
2014,67400,222400
2014,2600,5400
1997,2100,2300
1998,2900,3300
1999,3200,4200
2000,3000,3400
2001,600,800
2002,500,300
2003,200,100
2004,400,100
2005,100,100
2006,400,100
2007,3,3
2008,100,10
2009,100,14
2010,700,200
2011,700,200
2012,400,100
2013,400,100
2014,400,100
1997,146700,343300
1997,29,86
1998,139500,266400
1998,2600,6400
1999,139200,295500
1999,2600,6500
2000,139300,170200
2000,2400,5100
2001,138600,340000
2001,2400,5100
2002,138000,153800
2002,2400,6000
2003,138500,391600
2003,2400,5900
2004,138600,328800
2004,2400,6600
2005,137000,304700
2005,2500,5900
2006,137600,252200
2006,2600,5200
2007,1381,3033
2008,138000,297300
2009,136000,285000
2010,136000,275300
2011,137500,337200
2011,2900,6800
2012,137500,356800
2012,2100,6100
2013,137500,328000
2013,2100,6000
2014,55200,132900
2014,2800,7500
1997,800,400
1998,500,500
1999,500,300
2000,600,300
2001,500,300
2002,500,300
2003,300,200
2004,200,200
2005,200,200
2006,100,100
2007,1,1
1999,1900,1200
2000,2000,800
2001,1300,1300
2002,1100,700
2003,900,300
2004,500,200
2005,300,100
2006,200,100
2007,1,1
2008,100,100
2009,100,200
2011,200,200
1997,6700,3800
1998,5400,4000
1999,5300,4600
2000,5200,4300
2001,4800,4800
2002,3700,2400
2003,3300,2000
2004,2400,800
2005,1800,900
2006,600,300
2007,6,4
2008,500,200
2009,200,300
2011,100,100
2012,100,40
2013,100,
1997,17,40
1998,1470,3360
1998,16140,42510
1999,18360,48930
2000,18660,50320
2001,19020,51410
2002,17050,48370
2003,16470,55040
2004,21740,63390
2005,16030,48180
2006,15210,40820
2007,17200,50940
1997,7,9
1998,2700,3320
1998,3540,5180
1999,6170,6710
2000,9410,11680
2001,8820,12220
2002,5610,5930
2003,7240,12040
2004,8230,18740
2005,7540,13080
2006,8520,15880
2007,7890,16030
1997,14,27
1998,3790,7570
1998,9890,20480
1999,13730,25010
2000,12600,23490
2001,13780,26120
2002,22880,47540
2003,20080,38370
2004,21040,40380
2005,20370,37500
2006,23190,43740
2007,19720,35410
1997,26,62
1998,26840,66970
1998,6390,13520
1999,33650,81330
2000,31170,87640
2001,31370,86250
2002,25830,57100
2003,25090,64090
2004,30210,89690
2005,25750,67780
2006,24290,70810
2007,26710,74170
1997,16,43
1998,8530,23040
1998,10200,25990
1999,15460,49120
2000,15870,51350
2001,16480,52150
2002,20230,58960
2003,17080,54940
2004,23130,71540
2005,19170,62610
2006,18890,57530
2007,22540,67990
1997,23,47
1998,2560,5540
1998,20890,47040
1999,24530,52880
2000,23230,53230
2001,23880,53790
2002,23520,47970
2003,25970,62740
2004,24110,53870
2005,29810,60140
2006,25200,53690
2007,23820,54310
1997,9,10
1998,9360,11600
1999,9540,13070
2000,9190,10960
2001,10640,13150
2002,7450,9090
2003,10070,9530
2004,8520,9110
2005,9580,10550
2006,9520,12560
2007,8850,16860
1997,28,79
1998,17170,47080
1998,11190,26540
1999,21770,57780
2000,23230,60480
2001,24080,59590
2002,17270,36370
2003,22140,52880
2004,25750,60110
2005,22640,50880
2006,27150,63110
2007,27330,61950
1997,15,31
1998,15950,31810
1998,280,640
1999,13840,30150
2000,13530,32600
2001,14500,32590
2002,13270,24370
2003,13690,31610
2004,13580,29100
2005,15370,35350
2006,13400,31030
2007,12090,28490
1997,17301,22730
1998,17167,25215
1999,16970,24669
1999,100,200
2000,16982,30010
2000,100,200
2001,17024,30210
2002,16907,30409
2003,16851,29340
2004,10765,13973
2004,80,169
2004,6962,17997
2005,10767,17562
2005,71,96
2005,6964,17737
2006,10760,16215
2006,66,87
2006,6777,10789
2007,10694,12191
2007,60,74
2007,6783,9354
2008,10670,15354
2008,83,160
2008,6789,10828
2009,10665,15127
2009,90,164
2009,6803,10830
2010,10675,15218
2010,86,110
2010,6809,10840
2011,10673,15161
2011,90,126
2011,6825,10869
2012,10807,23015
2012,95,136
2012,6831,11733
2013,5837,13713
2013,3154,5414
2014,5845,14605
2014,3157,5821
1997,16442,26991
1998,16649,26236
1999,16801,26372
1999,52,59
2000,16993,25682
2000,52,60
2001,16885,25621
2002,16929,25756
2003,16937,26718
2004,83,141
2004,30,35
2004,16813,24350
2005,98,166
2005,1,3
2005,12194,18669
2006,98,167
2006,1,3
2006,12195,18622
2007,97,169
2007,12,30
2007,12195,18621
2008,101,168
2008,40,87
2008,12195,19838
2009,102,173
2009,45,92
2009,12198,19883
2010,101,159
2010,50,99
2010,12223,20839
2011,106,166
2011,47,95
2011,12230,20856
2012,103,232
2012,48,103
2012,12239,22458
2013,77,185
2013,7911,15624
2014,27,66
2014,4341,8937
1997,5160,7690
1998,5210,9673
1999,5369,10233
1999,10,10
2000,5471,10343
2000,13,14
2001,5496,10392
2002,5606,10303
2003,5636,10375
2004,239,499
2004,26,32
2004,5386,9804
2005,238,493
2005,27,33
2005,5391,9809
2006,238,493
2006,27,31
2006,5337,9867
2007,239,496
2007,27,31
2007,5379,9870
2008,242,501
2008,172,293
2008,5393,9882
2009,273,554
2009,122,232
2009,5406,9907
2010,275,573
2010,111,205
2010,5408,9961
2011,277,577
2011,117,216
2011,5419,9926
2012,279,790
2012,122,233
2012,5424,10698
2013,280,842
2013,5429,11500
2014,281,896
2014,5435,12335
2014,4993,12110
2014,3687,7766
1997,11837,15914
1998,11788,23652
1999,11507,26686
1999,190,367
2000,11468,29393
2000,194,385
2001,11605,29590
2002,11384,29130
2003,11451,30130
2004,197,371
2004,146,288
2004,10694,28884
2005,193,360
2005,144,277
2005,9242,25600
2006,195,378
2006,136,264
2006,9242,24926
2007,176,321
2007,139,265
2007,9240,24920
2008,174,308
2008,187,393
2008,9245,24984
2009,166,308
2009,191,411
2009,9248,24992
2010,154,271
2010,198,424
2010,9250,25055
2011,148,255
2011,128,188
2011,9253,25095
2012,156,388
2012,132,204
2012,9261,27016
2013,157,440
2013,9269,29001
2014,158,494
2014,9278,31115
1997,9086,9231
1998,9106,10182
1999,8757,10149
1999,273,482
2000,8760,10123
2000,264,467
2001,9076,10648
2002,9143,11558
2003,9113,11371
2004,4892,4779
2004,241,433
2004,3325,5089
2005,4886,6186
2005,236,419
2005,3330,5252
2006,4887,7726
2006,235,262
2006,3332,5078
2007,4853,4994
2007,253,332
2007,3335,5052
2008,4850,5020
2008,250,357
2008,3337,5342
2009,4834,5032
2009,261,362
2009,3338,5381
2010,4830,5635
2010,267,369
2010,3341,5473
2011,4828,5808
2011,264,292
2011,3340,6319
2012,4889,9076
2012,267,294
2012,3343,6802
2013,4897,9797
2013,3346,7303
2014,4905,10543
2014,3349,7832
2014,5414,12334
2014,7380,21175
2014,62,138
2014,1722,3105
1997,35922,55206
1998,36062,41856
1999,34053,45253
1999,3299,12725
2000,34044,46916
2000,3377,12007
2001,38611,68044
2002,38760,69324
2003,40746,78003
2004,16417,17899
2004,8701,36482
2004,17554,21141
2005,16422,18884
2005,9312,39082
2005,17554,32273
2006,16426,19645
2006,9339,39202
2006,17205,31175
2007,16469,19634
2007,11005,47312
2007,17581,31149
2008,16455,20441
2008,11971,45214
2008,18100,33666
2009,16440,20484
2009,12021,45583
2009,18153,33553
2010,16478,20515
2010,12033,46098
2010,18181,33689
2011,16480,21313
2011,12140,53176
2011,18685,40805
2012,16681,32318
2012,12552,55697
2012,18698,52042
2013,11296,23688
2013,11340,32263
2014,11313,25183
2014,11352,33035
2014,78,198
2014,7920,16941
1997,9422,12339
1998,9420,12928
1999,9025,13525
1999,5,3
2000,8939,13440
2000,3,2
2001,9064,14466
2002,9013,14457
2003,8987,14766
2004,74,104
2004,8925,11249
2005,74,111
2005,8927,15265
2006,75,112
2006,50,91
2006,7664,15076
2007,76,113
2007,50,88
2007,7657,15061
2008,78,116
2008,49,96
2008,7664,10814
2009,80,120
2009,47,99
2009,7679,10842
2010,83,121
2010,52,108
2010,7680,11259
2011,93,121
2011,50,113
2011,7682,11254
2012,85,181
2012,51,119
2012,7688,12118
2013,25,62
2013,5975,10184
2014,26,64
2014,5980,10858
1997,30274,50241
1998,29487,46626
1998,1232,3712
1999,23941,49312
2000,24666,53997
2001,26378,53079
2002,26485,52774
2003,13951,27913
2004,9800,13416
2005,10124,15423
2006,8412,220
2006,537,726
2007,8457,1308
2007,80,96
2008,6604,5220
2009,5328,6823
1997,6002,9252
1998,5722,9403
1998,13,126
1999,5807,9182
2000,7596,8931
2001,9650,10931
2002,9927,11104
2003,9376,21861
2004,10799,23472
2005,10419,19660
2006,10304,5291
2007,13602,5361
2007,10,9
2008,9462,18955
2009,7973,17225
1997,17326,28675
1998,12668,17382
1998,4749,11798
1999,11102,17103
2000,12606,25905
2001,12630,27207
2002,12861,27074
2003,9488,19340
2004,8538,16764
2005,8492,18068
2006,6029,3378
2006,1561,2782
2007,7040,2800
2007,15,12
2008,6769,8136
2009,5375,9230
2004,5566,11610
2005,5638,11821
2006,3973,943
2007,7062,3023
2008,4016,3131
2008,4,12
2009,5257,5009
1997,14512,22405
1998,14495,21704
1998,26,62
1999,8863,12800
2000,6971,14840
2001,7222,14496
2002,7794,18253
2003,7848,13060
2004,8127,13231
2005,8366,15865
2006,8966,11724
2006,125,149
2007,5037,550
2007,30,45
2008,8506,8413
2008,127,268
2009,7942,10190
2009,119,238
2003,8506,15868
2004,6259,13689
2005,5320,11416
2006,4836,1912
2006,9,18
2007,3918,949
2007,13,25
2008,8496,9515
2009,7391,11168
2003,10027,16588
2004,4622,7795
2005,4401,7842
2006,4567,1325
2007,5780,475
2008,1913,721
2009,1932,1659
2004,3374,7683
2005,3700,7645
2006,3532,996
2007,3497,1035
2008,6093,14546
2009,5887,4589
2000,25740,45660
2000,1680,3330
2001,26300,47880
2001,1250,1400
2002,24850,44290
2003,29230,59020
2003,580,1330
2004,33310,62040
2004,670,1350
2005,34100,62390
2005,650,1250
2006,34360,54100
2006,720,1150
2007,29550,66880
2007,1030,1730
2008,40400,87300
2009,39290,61250
2010,43950,100470
2010,980,2310
2011,43870,101270
2011,1610,3830
2012,44000,105700
2012,2190,5530
2013,44830,110800
2013,2290,6000
2014,45300,115620
2014,2380,6370
2008,8190,16150
2009,8270,10430
2010,9920,18650
2011,9730,18110
2012,9740,18890
2013,10090,19880
2014,10340,21130
1997,27620,37250
1997,150,180
1998,27000,41000
1999,28800,46670
2000,17870,28310
2001,18700,29550
2002,18050,27800
2003,20250,33570
2004,21720,40580
2005,21950,40760
2006,23100,39860
2007,25220,45940
2008,16300,31930
2009,15740,23010
2010,17930,37440
2011,13570,29680
2012,13660,31320
2013,14370,34020
2014,14860,35980
2008,7760,14300
2009,7530,9410
2010,7420,13620
2011,6310,11480
2012,6360,12250
2013,6780,13390
2014,7270,14980
1997,21320,26700
1998,21000,29000
1999,20200,29150
2000,18050,26450
2001,19020,26570
2002,18560,25190
2003,17610,
2004,15410,24250
2005,15780,24420
2006,16890,26450
2007,19990,34750
2008,15930,30170
2009,15710,21450
2010,17670,35670
2011,14750,29830
2012,14780,31400
2013,15150,32880
2014,15520,34500
1997,17550,22740
1998,17000,23000
1999,17200,24630
2000,14800,20770
2001,15100,21000
2002,14580,19860
2003,14170,20190
2004,11630,17780
2005,11750,17860
2006,13480,20540
2007,15870,27240
2008,13770,24900
2009,13680,17880
2010,12530,23680
2010,350,840
2011,19070,36190
2011,850,2000
2012,19120,38490
2012,1130,2840
2013,19510,39820
2013,1210,3180
2014,19850,41130
2014,1270,3400
2008,11100,24180
2009,11180,16540
2010,11250,24930
2011,14570,31310
2011,70,160
2012,14660,32740
2012,230,580
2013,15250,34970
2013,310,820
2014,15760,37400
2014,360,970
1997,24710,33350
1998,24000,37000
1999,24400,38350
2000,21330,37640
2001,21730,38400
2002,21250,37550
2003,20980,34530
2004,19700,36130
2005,19900,36370
2006,20990,34620
2007,17960,34660
2008,14000,31330
2009,12900,21280
2010,13880,33010
2011,13830,32550
2012,13930,34180
2013,14640,37090
2014,15190,39730
1997,15680,20000
1998,16000,23000
1999,18850,27470
2000,17250,22650
2001,17610,22760
2002,16920,21300
2003,24040,33270
2004,25000,39640
2005,25300,39850
2006,26150,41630
2007,25400,44900
2008,15900,28830
2009,15580,20170
2010,15040,29650
2011,14070,27390
2012,14140,29380
2013,14530,30840
2014,15810,34630
1997,23670,30460
1997,50,70
1998,23000,34000
1999,23650,34950
2000,19160,30520
2001,20040,30630
2001,250,600
2002,19640,27280
2003,19060,28060
2003,420,670
2004,15450,23280
2004,330,650
2005,15770,23430
2005,250,550
2006,16810,25450
2006,280,450
2007,18240,32250
2007,470,770
2008,18380,35000
2009,17520,24110
2010,18070,36930
2011,17020,34840
2012,17070,36680
2013,17720,39090
2014,18180,41140
1997,14450,17500
1998,13000,18000
1999,14900,20780
2000,15800,18000
2001,16500,18210
2002,16150,20130
2003,9660,12350
2004,10780,16050
2005,10950,16220
2006,11900,19270
2007,13770,22180
2008,11370,21000
2009,11170,14780
2010,12400,24160
2011,12260,23740
2012,12320,25200
2013,12800,26860
2014,13150,27210
1998,22432,9042
1998,1917,2028
1998,77609,63810
1999,20000,23000
1999,4650,8350
1999,89000,117000
2000,22840,7460
2000,950,1420
2000,89060,37420
2001,113000,187000
2002,104000,41000
2003,109000,165000
2004,23000,22000
2004,3000,5000
2004,91000,122000
2005,25000,26000
2005,4000,8000
2005,85000,140000
2006,21000,20000
2006,2000,4000
2006,90000,128000
2007,19000,10000
2007,3000,4000
2007,83000,74000
2008,16000,18000
2008,1000,1000
2008,82000,113000
2009,21000,13000
2009,1000,1000
2009,83000,89000
2010,16000,4000
2010,68000,43000
2011,14000,9000
2011,1000,2000
2011,64000,67000
2012,14000,21000
2012,173000,2000
2012,69000,152000
2013,13000,16000
2013,65000,134000
2014,15000,28000
2014,1000,1000
2014,75000,196000
2015,12000,12000
2015,67000,51000
1998,78779,31858
1998,3484,3212
1998,128555,129319
1999,80000,67000
1999,4220,6380
1999,135000,198000
2000,83120,21670
2000,1130,1930
2000,130520,53380
2001,208000,321000
2002,210000,62000
2003,224000,324000
2004,93000,72000
2004,5000,7000
2004,133000,172000
2005,88000,67000
2005,3000,5000
2005,138000,229000
2006,78000,80000
2006,3000,6000
2006,133000,229000
2007,79000,103000
2007,3000,7000
2007,134000,280000
2008,76000,80000
2008,4000,8000
2008,135000,219000
2009,76000,78000
2009,6000,10000
2009,139000,251000
2010,73000,75000
2010,3000,8000
2010,136000,315000
2011,53000,14000
2011,4000,9000
2011,117000,51000
2012,64000,133000
2012,623000,10000
2012,130000,490000
2013,69000,145000
2013,4000,12000
2013,131000,494000
2014,73000,196000
2014,3000,7000
2014,130000,438000
2015,74000,49000
2015,1000,3000
2015,117000,129000
1998,1569,1509
1998,27577,56719
1998,209874,131329
1999,2000,3000
1999,38360,88760
1999,215000,165000
2000,4350,6320
2000,20220,33330
2000,220650,342800
2001,247000,438000
2002,224000,214000
2003,235000,371000
2004,1000,2000
2004,26000,56000
2004,213000,366000
2005,1000,2000
2005,32000,68000
2005,214000,305000
2006,2000,2000
2006,28000,66000
2006,221000,291000
2007,1000,1000
2007,36000,95000
2007,204000,293000
2008,1000,1000
2008,34000,72000
2008,211000,273000
2009,30000,79000
2009,211000,302000
2010,1000,1000
2010,33000,88000
2010,205000,348000
2011,1000,1000
2011,24000,72000
2011,211000,425000
2012,278000,86000
2012,180000,278000
2013,31000,117000
2013,195000,165000
2014,38000,139000
2014,181000,362000
2015,29000,93000
2015,192000,283000
1998,56661,43562
1998,59120,141439
1998,183916,301329
1999,57000,63000
1999,63890,205060
1999,182000,381000
2000,63530,12340
2000,53570,153550
2000,176720,190040
2001,306000,606000
2002,306000,393000
2003,313000,646000
2004,64000,59000
2004,55000,159000
2004,178000,309000
2005,62000,61000
2005,59000,159000
2005,169000,330000
2006,63000,68000
2006,58000,173000
2006,179000,363000
2007,62000,66000
2007,64000,214000
2007,175000,354000
2008,58000,51000
2008,61000,207000
2008,186000,366000
2009,58000,65000
2009,68000,229000
2009,186000,387000
2010,59000,47000
2010,67000,278000
2010,177000,370000
2011,53000,41000
2011,71000,266000
2011,182000,342000
2012,52000,105000
2012,687000,265000
2012,181000,582000
2013,61000,74000
2013,84000,329000
2013,180000,338000
2014,57000,110000
2014,76000,303000
2014,174000,485000
2015,62000,24000
2015,73000,301000
2015,172000,267000
1998,381,360
1998,10949,18709
1998,169693,239827
1999,1000,1000
1999,21260,50410
1999,170000,88000
2000,580,670
2000,4760,8460
2000,166990,244090
2001,156000,303000
2002,151000,191000
2003,171000,311000
2004,9000,20000
2004,169000,337000
2005,11000,25000
2005,167000,312000
2006,11000,25000
2006,160000,273000
2007,11000,27000
2007,166000,280000
2008,15000,22000
2008,165000,317000
2009,8000,12000
2009,165000,311000
2010,2000,4000
2010,156000,285000
2011,6000,11000
2011,168000,275000
2012,350000,5000
2012,164000,350000
2013,3000,8000
2013,165000,239000
2014,6000,11000
2014,158000,222000
2015,2000,5000
2015,160000,402000
1998,9591,3588
1998,1274,1409
1998,48450,50511
1999,10000,10000
1999,860,1370
1999,55000,86000
2000,11620,5940
2000,610,1060
2000,54440,28210
2001,70000,88000
2002,66000,31000
2003,73000,132000
2004,11000,10000
2004,1000,1000
2004,57000,86000
2005,10000,9000
2005,1000,2000
2005,57000,93000
2006,10000,12000
2006,1000,2000
2006,60000,98000
2007,11000,12000
2007,1000,2000
2007,53000,93000
2008,11000,11000
2008,2000,3000
2008,58000,78000
2009,7000,8000
2009,57000,109000
2010,7000,5000
2010,1000,1000
2010,57000,72000
2011,5000,3000
2011,1000,1000
2011,59000,72000
2012,6000,8000
2012,173000,3000
2012,62000,165000
2013,7000,8000
2013,2000,4000
2013,59000,110000
2014,5000,7000
2014,1000,3000
2014,53000,127000
2015,5000,3000
2015,1000,2000
2015,55000,52000
1998,14695,19134
1998,8150,13477
1998,127524,225009
1999,9000,11000
1999,19900,45990
1999,133000,49000
2000,13380,16980
2000,3250,6380
2000,139830,166210
2001,142000,239000
2002,155000,180000
2003,142000,163000
2004,13000,17000
2004,5000,12000
2004,129000,250000
2005,12000,18000
2005,5000,12000
2005,135000,271000
2006,12000,14000
2006,5000,9000
2006,121000,182000
2007,16000,16000
2007,5000,12000
2007,130000,224000
2008,8000,5000
2008,5000,10000
2008,120000,172000
2009,10000,15000
2009,3000,7000
2009,128000,268000
2010,7000,7000
2010,3000,7000
2010,126000,232000
2011,6000,4000
2011,4000,11000
2011,128000,246000
2012,8000,17000
2012,376000,6000
2012,120000,359000
2013,3000,3000
2013,3000,6000
2013,115000,168000
2014,1000,2000
2014,1000,3000
2014,120000,301000
2015,2000,3000
2015,1000,2000
2015,118000,239000
1998,15603,8873
1998,5027,5803
1998,30586,28745
1999,20000,18000
1999,2250,3170
1999,26000,34000
2000,21120,8570
2000,60,50
2000,26730,11770
2001,52000,68000
2002,46000,20000
2003,50000,73000
2004,23000,14000
2004,1000,1000
2004,27000,26000
2005,23000,21000
2005,3000,4000
2005,28000,43000
2006,20000,18000
2006,3000,5000
2006,30000,44000
2007,16000,16000
2007,2000,4000
2007,26000,39000
2008,18000,18000
2008,27000,38000
2009,16000,13000
2009,27000,34000
2010,19000,10000
2010,23000,20000
2011,14000,15000
2011,24000,46000
2012,17000,35000
2012,111000,7000
2012,26000,76000
2013,16000,28000
2013,2000,5000
2013,34000,92000
2014,20000,47000
2014,29000,101000
2015,14000,17000
2015,33000,30000
1998,18221,17839
1998,2953,2775
1998,101428,162852
1999,18000,15000
1999,2850,5540
1999,106000,87000
2000,15640,6260
2000,1010,1700
2000,108250,65440
2001,125000,234000
2002,115000,56000
2003,117000,215000
2004,16000,10000
2004,2000,3000
2004,105000,155000
2005,15000,15000
2005,3000,7000
2005,104000,205000
2006,12000,12000
2006,2000,3000
2006,100000,147000
2007,14000,14000
2007,2000,5000
2007,101000,202000
2008,9000,10000
2008,2000,4000
2008,101000,169000
2009,10000,10000
2009,1000,2000
2009,99000,157000
2010,9000,5000
2010,83000,121000
2011,4000,5000
2011,1000,3000
2011,88000,185000
2012,4000,6000
2012,225000,2000
2012,79000,219000
2013,4000,6000
2013,1000,4000
2013,88000,238000
2014,6000,12000
2014,92000,312000
2015,5000,6000
2015,81000,131000
1998,1685,1865
1998,536,595
1998,39638,72180
1999,2000,1000
1999,590,680
1999,33000,56000
2000,1750,1700
2000,460,440
2000,34030,62400
2001,41000,81000
2002,33000,34000
2003,41000,66000
2004,1000,1000
2004,35000,61000
2005,1000,1000
2005,32000,46000
2006,1000,1000
2006,1000,1000
2006,37000,66000
2007,1000,1000
2007,1000,1000
2007,38000,72000
2008,1000,1000
2008,35000,42000
2009,1000,
2009,32000,48000
2010,1000,1000
2010,37000,73000
2011,36000,37000
2012,67000,1000
2012,32000,67000
2013,1000,1000
2013,37000,33000
2014,37000,55000
2015,1000,1000
2015,36000,35000
1998,2725,4615
1998,1495,2543
1998,265872,464180
1999,2000,3000
1999,1780,3010
1999,267000,199000
2000,2800,3430
2000,1380,1790
2000,273140,330390
2001,290000,632000
2002,254000,222000
2003,289000,447000
2004,1000,2000
2004,1000,2000
2004,257000,380000
2005,1000,1000
2005,1000,1000
2005,246000,337000
2006,1000,2000
