Crop_Year,Area,Production
2011,83159,188438
2011,1,2
2012,84448,204618
2013,89513,219665
2014,104251,246449
1997,129699,328252
1997,368,931
1998,133421,245914
1998,140,258
1999,133293,306205
1999,235,540
2000,136636,307990
2000,186,419
2001,138520,332478
2001,432,1037
2002,133921,301776
2002,676,1523
2003,137198,290515
2003,1334,2824
2004,144038,319405
2005,129443,257333
2006,144038,303776
2006,1530,3227
2007,134046,301335
2007,1507,3388
2008,139590,274294
2008,3816,7498
2009,116154,260766
2009,4084,9169
2010,140906,267580
2010,5170,9818
2011,140595,306075
2011,5994,13049
2012,133026,302368
2012,4516,10265
2013,136970,306950
2013,6050,13558
2014,124076,280412
2014,8614,19468
1997,74098,197286
1998,76479,185236
1999,73505,174750
2000,71743,170555
2000,1396,3162
2001,64769,146049
2002,57907,134817
2003,57924,119053
2003,3,6
2004,59988,134030
2005,50264,115205
2006,56475,127803
2007,49206,112879
2008,47858,106580
2009,51884,118140
2010,54830,120023
2011,52344,119920
2011,2,5
2012,54042,141428
2013,57786,141345
2014,62552,155629
2012,35823,86262
2013,40134,92388
2014,35060,76746
1997,82567,151002
1997,83,152
1998,81670,110377
1998,83,112
1999,89701,201454
1999,84,189
2000,85220,174596
2000,5,10
2001,89102,196191
2001,10,22
2002,89895,89921
2002,74,74
2003,89836,205872
2003,10,23
2004,91204,128752
2005,86338,158258
2006,85996,121168
2006,77,108
2007,92217,172907
2008,108544,210033
2008,65,126
2009,86158,166113
2009,63,121
2010,90035,173768
2011,90665,190578
2011,65,137
2012,87731,200202
2012,65,148
2013,89987,208230
2013,67,155
2014,90918,162561
2014,60,107
1997,25492,58265
1998,25915,54970
1999,28176,71301
2000,27806,56897
2001,28129,58604
2002,28652,65832
2003,29014,78633
2004,26519,16851
2005,30057,49895
2006,33388,52553
2007,25758,43016
2008,27762,55274
2009,22857,44320
2010,22116,44918
2011,27635,67098
2012,23422,59750
2013,27721,70938
2014,27981,61950
1997,161820,424904
1997,1013,2660
1998,171346,379215
1998,1028,2275
1999,190128,467747
1999,1143,2812
2000,195853,443656
2001,213911,509203
2001,1258,2994
2002,141350,293162
2002,1839,3814
2003,186774,421045
2003,4167,9392
2004,204915,483179
2005,191956,408482
2006,204915,459829
2006,6258,14043
2007,183655,442792
2007,6077,14652
2008,217806,490281
2008,5295,11919
2009,162992,425246
2009,6535,19010
2010,211075,430171
2010,5949,12124
2011,191093,500281
2011,5679,14868
2012,215646,579441
2012,5581,14996
2013,198105,531714
2013,5320,14279
2014,203946,572069
2014,5379,15088
2012,20766,53639
2012,25,65
2013,19778,52234
2013,78,206
2014,22666,59952
2014,257,680
1997,69338,102960
1998,70718,115290
1999,73377,124666
2000,77496,138415
2001,73835,142250
2002,68489,62505
2003,66303,125715
2004,69819,112400
2005,72030,129294
2006,66170,95152
2007,69358,129561
2008,71092,162801
2008,12,27
2009,68558,147125
2010,71137,135658
2011,74974,139452
2012,73500,163832
2013,75337,155119
2014,79949,173889
1997,180716,325255
1997,64,115
1998,149112,156394
1998,48,50
1999,165261,339177
1999,53,109
2000,165059,273971
2000,48,80
2001,152097,280586
2001,20,37
2002,169559,137859
2003,173147,362578
2004,169257,149191
2005,173147,288290
2006,170011,236995
2007,187537,391390
2008,171877,405973
2009,172893,363940
2010,175157,415297
2011,169824,435429
2012,160991,411332
2013,173903,477016
2014,170404,414082
1997,141093,313355
1998,141182,250568
1999,156206,320394
2000,163309,232696
2001,160975,276372
2002,119808,188830
2003,140773,262915
2004,158642,241358
2005,133490,221860
2006,158642,257317
2006,10,16
2007,149280,260494
2007,15,26
2008,148440,257098
2008,62,107
2009,148649,275595
2009,25,46
2010,156947,310441
2010,29,57
2011,155655,346177
2011,26,58
2012,162205,388481
2012,26,63
2013,169741,413998
2013,44,107
2014,164128,382911
2014,75,175
1997,80194,126656
1998,80496,147115
1999,85193,174875
2000,86337,125793
2001,89244,181172
2002,79557,113616
2003,96168,182495
2004,68909,34420
2005,82683,83841
2006,82060,120218
2007,30582,31408
2008,27301,37703
2009,17327,21399
2010,27442,42014
2011,32987,67260
2012,35344,73586
2013,30842,66680
2014,29426,52290
1997,158244,334187
1997,18,38
1998,159948,317796
1998,8,16
1999,159882,340777
1999,9,19
2000,160083,329111
2000,7,14
2001,160521,358439
2001,17,38
2002,127534,263269
2003,157553,358923
2004,155041,315565
2005,156578,333041
2006,157713,281833
2007,156243,320923
2008,173487,380110
2009,133285,303223
2010,90048,216836
2011,93636,227161
2012,93861,236060
2013,93449,227735
2014,85103,151568
1997,93169,158595
1998,96125,141883
1999,97663,146633
2000,93204,105622
2001,99276,155812
2002,59042,84666
2003,87407,169705
2003,1,2
2004,94154,164546
2005,87407,150078
2006,89698,129883
2007,90658,171525
2008,91689,193922
2009,56056,100452
2010,81000,138186
2010,11,19
2011,96881,173708
2012,98269,192804
2012,11,22
2013,102455,218229
2014,96435,161818
2014,1,2
1997,43189,115352
1998,49869,121321
1999,50073,136151
2000,50174,120656
2001,50666,126909
2002,49582,89166
2003,50096,133775
2004,48948,28319
2005,47369,72048
2006,60959,95645
2007,50910,86343
2008,51740,111034
2009,39295,58274
2010,42021,84882
2011,50950,112854
2012,42757,103814
2013,46938,100964
2014,43862,101848
2000,21297,21003
2001,20696,25969
2002,23828,15941
2003,20137,20615
2004,21444,21008
2005,21212,22000
2006,23031,28882
2007,22299,25409
2008,20493,20160
2009,21069,20655
2010,19294,19886
2011,18736,21252
2012,18288,19656
2013,15597,18545
2014,16897,19776
2014,16897,19776
2000,13020,25585
2001,14239,17553
2002,13348,13177
2003,12602,18981
2004,12481,16619
2005,15699,22304
2006,13759,16922
2007,12781,16239
2008,14862,20439
2009,12629,16972
2010,13700,16519
2011,13727,19455
2012,13272,19740
2013,13580,19492
2014,13130,19916
2014,13130,19916
2000,14294,15263
2001,11108,13503
2002,11321,12945
2003,14193,17611
2004,12768,16579
2005,10219,14658
2006,12317,16421
2007,11905,17754
2008,11714,15380
2009,11673,13813
2010,12407,17532
2011,11001,14557
2012,11983,16414
2013,11779,15234
2014,11265,14414
2014,11265,14414
2000,11388,13786
2001,11458,13187
2001,3,4
2002,8625,10526
2003,8726,11134
2004,9861,12201
2005,9395,11923
2006,10109,12137
2007,6948,9490
2008,10060,9498
2009,6848,8222
2010,7216,7455
2010,10,
2011,7360,9130
2012,6006,8150
2013,6406,9417
2014,6312,8191
2014,6312,8191
2000,13786,25606
2001,13364,24396
2002,13106,25244
2003,13220,27981
2004,12317,23415
2005,12344,25667
2006,12091,24734
2007,11795,25112
2008,11428,23706
2009,11168,21268
2010,11193,21827
2011,10905,23083
2012,11047,22704
2013,10112,21537
2014,9179,17672
2014,9179,17672
2000,23046,48675
2001,21616,45520
2001,2,4
2002,16208,34127
2003,18833,38260
2003,2,7
2004,19891,45130
2005,17137,31462
2006,12611,24586
2007,10953,24659
2007,2,7
2008,17140,37098
2008,1,3
2009,19245,42373
2010,18237,29285
2010,16,38
2011,15440,30652
2012,13575,30673
2013,11781,23232
2013,5,17
2014,12985,28856
2014,48,151
2014,13033,29007
2000,15012,36426
2000,42,131
2001,15546,37644
2001,54,138
2002,11960,28567
2002,80,220
2003,11985,30665
2003,117,437
2004,12032,29665
2004,116,345
2005,12251,32381
2005,127,381
2006,11584,29414
2006,107,337
2007,12778,32173
2007,45,152
2008,13320,29248
2008,164,516
2009,13190,38931
2009,141,402
2010,12543,29300
2010,124,410
2011,12914,36461
2011,140,463
2012,11777,34682
2012,176,565
2013,12158,31691
2013,177,589
2014,11597,32544
2014,196,617
2014,11793,33161
2000,21654,23225
2001,22633,25051
2002,24263,17844
2003,23354,26596
2004,21854,25259
2005,22335,22878
2006,23476,24496
2007,21179,20499
2008,19373,20652
2009,18829,20304
2010,17180,18646
2011,15980,18438
2012,15526,18211
2013,13923,17909
2014,14566,17359
2014,14566,17359
2000,23052,26656
2001,23070,28672
2002,23911,29266
2003,19629,25879
2004,25060,32672
2005,22696,28472
2006,21000,27134
2007,21247,28915
2008,20875,29805
2009,21239,27527
2010,22525,28454
2011,21606,27841
2012,20204,26027
2013,20597,28280
2014,20131,25550
2014,20131,25550
2000,10050,12865
2001,9307,11419
2002,8675,11012
2003,9274,12151
2004,8799,11669
2005,8016,10720
2006,8876,13713
2007,9614,15150
2008,9719,16340
2009,7940,11077
2010,9726,14897
2011,9017,12658
2012,9268,12439
2013,8495,11408
2014,8944,11675
2014,8944,11675
2000,14289,24913
2001,12750,20753
2002,12642,15232
2003,13038,19395
2004,13909,19229
2005,12164,17668
2006,12573,19964
2007,12991,20457
2008,13844,22795
2009,11129,13318
2010,11396,16656
2011,12377,18413
2012,11108,16012
2013,11352,17596
2014,11291,18985
2014,11291,18985
2000,94531,290122
2000,3020,9447
2001,94713,289134
2001,3702,11709
2002,94281,288037
2002,4010,11429
2003,96566,254699
2003,5536,20682
2004,100560,270220
2004,7395,22022
2005,101780,269787
2005,8844,42265
2006,100822,283757
2006,9816,30871
2007,94447,268565
2007,12317,41705
2008,102098,265223
2008,12489,39278
2009,105297,303122
2009,13634,38898
2010,104602,257494
2010,15127,50055
2011,101637,295392
2011,13540,44804
2012,103064,318027
2012,14024,44987
2013,102169,321436
2013,12238,40704
2014,101482,330419
2014,12150,38236
2014,113632,368655
2000,10126,14949
2001,10316,14861
2002,9051,9608
2003,10114,16864
2004,10488,14210
2005,10211,16600
2006,11413,17968
2007,10868,18781
2008,10785,18180
2009,10352,14134
2010,10397,17132
2011,10619,17165
2012,9919,18604
2013,9010,15981
2014,9919,16499
2014,9919,16499
1997,15017,33840
1997,98044,269690
1997,193202,381990
1998,21417,45870
1998,114251,425881
1998,199701,391190
1999,25760,60990
1999,112461,345460
1999,192944,423850
2000,28438,47660
2000,109077,341715
2000,136439,251580
2001,32824,75912
2001,100153,316329
2001,198499,463190
2002,17781,39008
2002,88692,276560
2002,180898,436010
2003,13747,33482
2003,83792,265326
2003,169933,402803
2004,18746,42098
2004,89345,276187
2004,157096,368303
2005,18148,43726
2005,96675,283954
2005,162284,389682
2006,17719,46279
2006,89707,271884
2006,170626,407810
2007,20861,44993
2007,95528,294718
2007,157175,404941
2008,22083,59411
2008,95232,271409
2008,157226,406213
2009,18839,50488
2009,88725,276708
2009,127578,331194
2010,18514,42008
2010,77633,261587
2010,127578,302957
2011,15789,42918
2011,71962,225593
2011,133756,329019
2012,13891,36080
2012,70500,249051
2012,133093,364032
2013,16286,46047
2013,70880,231275
2013,131943,391081
2014,15876,42913
2014,70898,239229
2014,139767,401623
1997,2409,5270
1997,54664,135730
1997,373220,494160
1998,4337,7600
1998,80890,241720
1998,363033,500380
1999,5314,10920
1999,76997,216290
1999,373726,705620
2000,6927,12540
2000,83471,226170
2000,335463,628220
2001,11309,31783
2001,82240,235784
2001,336114,736064
2002,14120,33419
2002,76088,212342
2002,343596,694975
2003,16217,34196
2003,77367,219865
2003,353858,715537
2004,3151,7148
2004,55881,184157
2004,338291,720977
2005,2163,6267
2005,54729,157009
2005,339079,682030
2006,8002,18174
2006,76956,229965
2006,330060,662961
2007,780,1793
2007,67424,225880
2007,324295,569092
2008,4374,9064
2008,70032,189306
2008,341567,721518
2009,3375,7686
2009,66402,176732
2009,314183,620950
2010,5755,11330
2010,68304,216360
2010,297915,628668
2011,7396,17323
2011,67579,215172
2011,313946,670597
2012,3887,8958
2012,60283,181321
2012,314185,714056
2013,4033,10921
2013,72967,231508
2013,316815,747982
2014,5050,12760
2014,63392,211431
2014,325501,794541
1997,38211,88120
1997,44617,135640
1997,354447,973590
1998,34676,84680
1998,56806,151825
1998,294528,692470
1999,33206,76320
1999,46486,126610
1999,332424,794130
2000,22835,50450
2000,39297,130899
2000,333437,812060
2001,27144,69067
2001,57043,140037
2001,352283,1013371
2002,21786,59915
2002,37953,113138
2002,260685,756459
2003,20292,54153
2003,35247,105837
2003,264939,706993
2004,19366,53030
2004,39644,102938
2004,287815,802518
2005,15721,39188
2005,55091,127113
2005,316127,847144
2006,20337,53240
2006,50430,139200
2006,336129,945567
2007,20445,55077
2007,67600,192173
2007,328783,926283
2008,20880,55169
2008,46705,128304
2008,303565,842313
2009,13467,40636
2009,45623,119400
2009,318205,844882
2010,12991,29828
2010,37048,110442
2010,147983,367221
2011,16517,45377
2011,42505,104441
2011,317968,969693
2012,19012,55954
2012,34831,113038
2012,322444,864752
2013,19717,50308
2013,40009,120562
2013,317884,874486
2014,21698,68762
2014,40185,120678
2014,294204,794716
1997,34675,91590
1997,201048,691690
1997,417834,1146060
1998,34681,101480
1998,249525,882289
1998,416509,1161520
1999,35163,84840
1999,228995,773640
1999,414208,1000580
2000,18791,34070
2000,219769,839305
2000,344094,698020
2001,21097,55797
2001,218525,719603
2001,420467,1155222
2002,26341,76201
2002,216157,650283
2002,404986,1204889
2003,18420,51773
2003,215469,699200
2003,421645,1257087
2004,17119,52128
2004,200398,609379
2004,416657,1231421
2005,14641,44609
2005,207192,558393
2005,417180,1365492
2006,13530,43731
2006,209769,721948
2006,419514,1201310
2007,17567,51880
2007,203741,679998
2007,414468,1126762
2008,15358,44529
2008,233697,661427
2008,417486,1170211
2009,12066,35141
2009,230750,744206
2009,429698,1271906
2010,9285,26478
2010,189443,585863
2010,364128,1053602
2011,10169,30638
2011,169333,476332
2011,413299,1242347
2012,9293,28765
2012,163328,592495
2012,420798,1301195
2013,9356,25163
2013,176219,668407
2013,418616,1323049
2014,13198,44362
2014,150267,490532
2014,419814,1361138
1997,8342,20290
1997,50150,158930
1997,309991,840840
1998,8863,25360
1998,77540,272109
1998,312904,890320
1999,9372,20880
1999,77587,238310
1999,307150,783310
2000,5009,10440
2000,51428,176926
2000,261748,609130
2001,6476,15614
2001,79669,229871
2001,307985,911950
2002,6305,16769
2002,79468,227690
2002,315681,902095
2003,5091,12214
2003,70571,220062
2003,300623,878083
2004,5149,13174
2004,74007,219514
2004,308737,855316
2005,5233,12986
2005,48836,154942
2005,314476,948410
2006,6086,15768
2006,64521,223353
2006,312799,960320
2007,4788,12599
2007,74238,249379
2007,314944,958708
2008,4578,12512
2008,81387,268153
2008,307871,931728
2009,1840,5464
2009,54678,149905
2009,301071,805180
2010,2619,7105
2010,59448,201392
2010,186962,539456
2011,2554,5902
2011,57912,180053
2011,326412,940842
2012,2477,6209
2012,57118,201202
2012,312496,876823
2013,2763,6327
2013,59586,203027
2013,322256,1064745
2014,2585,6721
2014,66581,225789
2014,315561,1029374
1997,34950,53050
1997,16269,38900
1997,222464,277140
1998,32968,43650
1998,27046,83091
1998,222381,242130
1999,33848,53380
1999,29461,80980
1999,228943,305410
2000,30475,48730
2000,28442,73683
2000,232980,394870
2001,28554,44807
2001,28214,69654
2001,222425,352220
2002,22774,35727
2002,27747,64491
2002,222609,357423
2003,17369,30968
2003,35750,90233
2003,223111,394216
2004,14031,18116
2004,38783,88965
2004,216497,366064
2005,12032,17728
2005,33222,78806
2005,235239,449044
2006,12407,10987
2006,30049,83386
2006,196996,351419
2007,12303,16627
2007,50357,147655
2007,230836,354548
2008,12953,21467
2008,67270,114835
2008,229612,364084
2009,4090,5885
2009,51428,144105
2009,218509,411030
2010,1733,2756
2010,51338,148435
2010,222220,505675
2011,4218,6923
2011,49330,141713
2011,219727,452052
2012,4214,6367
2012,53869,176821
2012,219730,487072
2013,4170,7106
2013,56109,180652
2013,212855,540216
2014,4050,7113
2014,56294,197210
2014,217046,515777
1997,6540,4230
1997,125,350
1997,28884,34960
1998,6190,5460
1998,394,1379
1998,29856,32490
1999,5213,7540
1999,392,1060
1999,30056,42850
2000,5369,8210
2000,469,1213
2000,28303,43470
2001,6125,8821
2001,1025,2096
2001,28857,48309
2002,5914,9317
2002,1604,2569
2002,29136,48718
2003,5532,9152
2003,1215,2503
2003,28591,53179
2004,4891,1581
2004,1177,2248
2004,28878,44083
2005,4376,6964
2005,1288,2408
2005,28859,49262
2006,4356,8888
2006,1536,3181
2006,25536,46585
2007,3818,6193
2007,1498,3659
2007,26905,49572
2008,3615,5904
2008,1526,3204
2008,27318,59556
2009,3549,7621
2009,1499,3406
2009,27250,64401
2010,3451,8181
2010,1533,3981
2010,27278,65640
2011,3468,6461
2011,1579,4299
2011,27242,60576
2012,3478,4977
2012,1630,3677
2012,27311,58903
2013,3512,6823
2013,1638,3354
2013,27005,62125
2014,3910,8158
2014,1516,3437
2014,27135,56945
1997,4783,4890
1997,17674,47620
1997,174850,357070
1998,5095,11280
1998,36514,126731
1998,169845,325470
1999,9134,15710
1999,36292,99720
1999,171991,307930
2000,7353,13130
2000,37395,116211
2000,165989,338010
2001,8958,14952
2001,37634,100882
2001,164688,309544
2002,8600,12129
2002,36812,96463
2002,163102,353361
2003,9267,17055
2003,37855,110582
2003,165217,391957
2004,9097,16868
2004,40173,118905
2004,167135,414757
2005,10972,19693
2005,41368,113361
2005,159343,386280
2006,10404,18185
2006,42300,133787
2006,132407,294431
2007,7296,14641
2007,42674,122512
2007,147939,354857
2008,7328,15288
2008,43306,137644
2008,154650,348657
2009,5170,8705
2009,35276,94451
2009,149940,360599
2010,3571,7729
2010,34597,105254
2010,151578,447713
2011,2110,4457
2011,30807,90832
2011,149572,374181
2012,936,1667
2012,21908,68722
2012,158532,440334
2013,891,1646
2013,21560,70157
2013,157471,442904
2014,884,1726
2014,16722,56152
2014,163582,462884
1997,14091,25530
1997,64451,171040
1997,183150,313230
1998,8155,3750
1998,86623,338462
1998,174837,237580
1999,1004,910
1999,93249,273480
1999,190171,293100
2000,844,610
2000,92386,290487
2000,189979,337510
2001,257,280
2001,93666,266545
2001,185658,287622
2002,843,1249
2002,95655,265260
2002,187523,320636
2003,679,1093
2003,98592,274178
2003,196347,424675
2004,2343,3173
2004,88494,263873
2004,178332,383281
2005,1553,2472
2005,89269,252123
2005,189290,437762
2006,2529,3347
2006,89231,263845
2006,164541,322537
2007,2059,2999
2007,93716,273224
2007,185328,407290
2008,2097,3259
2008,94213,252671
2008,188201,404069
2009,273,443
2009,74396,182964
2009,181770,375550
2010,328,614
2010,71596,187583
2010,177585,467258
2011,277,516
2011,62032,188790
2011,173283,446570
2012,239,426
2012,49554,136650
2012,177035,436691
2013,658,1278
2013,50081,128804
2013,177121,424966
2014,954,1991
2014,37599,131609
2014,179862,466273
1997,9712,21660
1997,91805,245720
1997,190596,505730
1998,7456,16250
1998,94864,292383
1998,188614,436520
1999,8627,17830
1999,112009,296620
1999,191201,452430
2000,9243,18350
2000,88894,261063
2000,101162,224290
2001,6524,16209
2001,108202,294571
2001,196336,536903
2002,7702,18608
2002,98238,246208
2002,198791,514097
2003,5418,13430
2003,94846,269968
2003,197954,509809
2004,6041,15544
2004,103421,317238
2004,194577,524783
2005,9368,25275
2005,107679,289463
